fecha_enc_vent,score,canal_venta
2023-07-13,8.5,MAIL
2023-07-13,6.3,MAIL
2023-07-13,7.6,WA
2023-07-13,9.9,TEL
2023-07-13,7.8,PRE
2023-07-13,5.4,WA
2023-07-13,8.1,WA
2023-07-13,8.3,WA
2023-07-13,8.8,WA
2023-07-14,10.0,TEL
2023-07-14,9.2,MAIL
2023-07-14,10.0,PRE
2023-07-14,7.9,PRE
2023-07-14,7.7,TEL
2023-07-14,6.0,WA
2023-07-14,7.9,TEL
2023-07-14,8.2,PRE
2023-07-17,6.9,PRE
2023-07-17,6.2,PRE
2023-07-17,6.8,PRE
2023-07-17,9.7,PRE
2023-07-17,8.2,PRE
2023-07-17,7.2,PRE
2023-07-18,7.6,WA
2023-07-18,5.5,WA
2023-07-18,7.7,WA
2023-07-18,7.8,TEL
2023-07-18,6.3,PRE
2023-07-18,6.5,TEL
2023-07-18,2.9,WA
2023-07-18,9.0,WA
2023-07-18,9.3,WA
2023-07-18,5.0,WA
2023-07-18,7.4,PRE
2023-07-18,7.5,TEL
2023-07-20,6.3,WA
2023-07-20,8.3,MAIL
2023-07-20,8.4,PRE
2023-07-20,9.5,PRE
2023-07-20,7.5,WA
2023-07-20,7.0,WA
2023-07-20,5.4,PRE
2023-07-20,7.3,PRE
2023-07-20,7.5,MAIL
2023-07-21,7.9,WA
2023-07-21,8.0,PRE
2023-07-21,9.1,TEL
2023-07-21,6.3,WA
2023-07-21,7.0,WA
2023-07-21,9.8,TEL
2023-07-25,8.5,WA
2023-07-25,7.7,TEL
2023-07-25,8.6,PRE
2023-07-25,7.8,WA
2023-07-25,7.5,TEL
2023-07-25,6.7,WA
2023-07-26,5.7,PRE
2023-07-26,9.6,PRE
2023-07-26,3.3,WA
2023-07-26,6.8,MAIL
2023-07-26,8.4,PRE
2023-07-26,8.7,TEL
2023-07-26,7.2,PRE
2023-07-26,8.3,PRE
2023-07-26,6.4,PRE
2023-07-26,5.8,WA
2023-07-26,8.8,PRE
2023-07-27,8.0,TEL
2023-07-27,6.6,TEL
2023-07-27,9.2,WA
2023-07-27,9.2,PRE
2023-07-27,8.8,WA
2023-07-27,10.0,WA
2023-07-27,8.4,WA
2023-07-27,8.2,TEL
2023-07-27,8.3,PRE
2023-07-28,7.6,MAIL
2023-07-28,6.1,MAIL
2023-07-28,7.9,MAIL
2023-07-28,8.3,PRE
2023-07-28,8.5,TEL
2023-07-28,8.8,MAIL
2023-07-28,7.1,TEL
2023-07-28,5.7,WA
2023-07-28,8.7,MAIL
2023-07-28,8.4,WA
2023-07-28,7.1,WA
2023-07-28,7.6,TEL
2023-07-28,8.6,TEL
2023-08-01,7.3,PRE
2023-08-01,5.7,TEL
2023-08-01,6.9,TEL
2023-08-01,8.0,WA
2023-08-01,8.7,WA
2023-08-01,9.1,WA
2023-08-01,9.9,WA
2023-08-03,6.0,WA
2023-08-03,4.1,PRE
2023-08-03,8.6,WA
2023-08-03,6.7,WA
2023-08-03,5.2,PRE
2023-08-03,7.4,WA
2023-08-03,3.9,PRE
2023-08-03,7.1,PRE
2023-08-03,8.3,PRE
2023-08-03,7.6,PRE
2023-08-03,8.4,WA
2023-08-03,7.5,WA
2023-08-04,4.7,PRE
2023-08-04,9.3,WA
2023-08-04,6.2,PRE
2023-08-04,6.1,PRE
2023-08-04,9.7,MAIL
2023-08-08,9.0,WA
2023-08-08,8.5,TEL
2023-08-08,4.9,WA
2023-08-08,7.2,WA
2023-08-08,6.2,MAIL
2023-08-08,8.9,WA
2023-08-09,8.6,WA
2023-08-09,8.9,WA
2023-08-09,9.0,PRE
2023-08-09,7.0,WA
2023-08-09,6.7,WA
2023-08-09,7.5,TEL
2023-08-10,6.5,WA
2023-08-10,7.1,WA
2023-08-10,6.4,PRE
2023-08-10,6.5,WA
2023-08-10,3.9,PRE
2023-08-10,6.8,PRE
2023-08-10,7.8,TEL
2023-08-10,8.0,WA
2023-08-10,6.7,WA
2023-08-10,6.5,WA
2023-08-10,4.9,MAIL
2023-08-10,7.7,WA
2023-08-10,9.5,WA
2023-08-10,7.2,WA
2023-08-11,7.9,WA
2023-08-11,6.7,PRE
2023-08-11,8.8,WA
2023-08-11,8.4,PRE
2023-08-11,6.3,MAIL
2023-08-11,5.3,WA
2023-08-11,7.3,WA
2023-08-11,6.1,WA
2023-08-11,8.8,WA
2023-08-11,8.8,PRE
2023-08-11,5.6,WA
2023-08-11,8.1,WA
2023-08-11,10.0,WA
2023-08-14,7.8,WA
2023-08-14,7.4,TEL
2023-08-14,9.8,WA
2023-08-14,7.9,WA
2023-08-14,7.9,PRE
2023-08-14,8.7,WA
2023-08-14,9.8,WA
2023-08-14,9.0,WA
2023-08-14,9.8,MAIL
2023-08-14,6.9,PRE
2023-08-16,8.1,PRE
2023-08-16,7.8,TEL
2023-08-16,7.9,WA
2023-08-16,8.5,TEL
2023-08-16,6.9,PRE
2023-08-16,6.6,WA
2023-08-16,7.2,PRE
2023-08-16,6.5,MAIL
2023-08-18,8.0,WA
2023-08-18,9.3,WA
2023-08-18,7.5,WA
2023-08-18,6.8,MAIL
2023-08-19,7.7,WA
2023-08-19,9.0,PRE
2023-08-19,7.3,MAIL
2023-08-19,8.0,PRE
2023-08-26,6.3,MAIL
2023-08-26,7.1,PRE
2023-08-26,6.7,WA
2023-08-26,8.6,PRE
2023-08-28,7.8,PRE
2023-08-28,7.6,WA
2023-08-28,9.5,TEL
2023-08-28,8.9,PRE
2023-08-28,9.3,WA
2023-08-28,8.2,WA
2023-08-28,6.2,PRE
2023-08-28,7.4,PRE
2023-08-28,6.0,WA
2023-08-29,6.1,MAIL
2023-08-29,8.8,WA
2023-08-29,8.1,WA
2023-08-29,6.7,WA
2023-08-29,6.9,PRE
2023-08-29,6.7,WA
2023-08-29,7.5,WA
2023-08-29,8.4,MAIL
2023-08-29,7.3,PRE
2023-08-29,8.9,WA
2023-08-29,7.5,PRE
2023-08-29,9.8,PRE
2023-08-30,7.8,PRE
2023-08-30,7.0,MAIL
2023-08-30,8.6,WA
2023-08-30,8.3,WA
2023-08-30,7.9,TEL
2023-08-30,6.7,WA
2023-08-30,8.5,TEL
2023-08-30,6.7,WA
2023-08-30,8.1,MAIL
2023-08-30,7.5,MAIL
2023-08-30,8.5,PRE
2023-08-30,5.6,TEL
2023-08-30,7.8,WA
2023-08-31,7.2,WA
2023-08-31,10.0,WA
2023-08-31,7.5,MAIL
2023-08-31,8.2,PRE
2023-08-31,7.1,PRE
2023-08-31,5.1,PRE
2023-08-31,6.9,MAIL
2023-08-31,6.9,WA
2023-09-01,8.1,TEL
2023-09-01,6.0,PRE
2023-09-01,8.0,TEL
2023-09-01,7.1,MAIL
2023-09-01,7.0,WA
2023-09-01,8.6,TEL
2023-09-01,4.2,WA
2023-09-01,9.9,WA
2023-09-01,7.2,WA
2023-09-01,6.5,WA
2023-09-01,7.6,WA
2023-09-01,8.4,MAIL
2023-09-01,9.0,WA
2023-09-01,8.1,WA
2023-09-04,9.8,WA
2023-09-04,6.5,WA
2023-09-04,7.7,PRE
2023-09-04,10.0,TEL
2023-09-04,10.0,PRE
2023-09-04,9.2,WA
2023-09-04,5.8,WA
2023-09-04,10.0,TEL
2023-09-06,7.3,WA
2023-09-06,7.5,WA
2023-09-06,10.0,WA
2023-09-06,8.4,TEL
2023-09-06,8.4,MAIL
2023-09-07,7.6,WA
2023-09-07,7.7,PRE
2023-09-07,8.4,PRE
2023-09-07,8.1,WA
2023-09-07,6.6,PRE
2023-09-11,7.2,PRE
2023-09-11,8.0,TEL
2023-09-11,7.4,WA
2023-09-11,9.5,MAIL
2023-09-11,7.4,PRE
2023-09-11,7.5,TEL
2023-09-11,7.8,TEL
2023-09-11,7.3,WA
2023-09-12,6.4,PRE
2023-09-12,6.6,WA
2023-09-12,7.2,WA
2023-09-12,8.8,WA
2023-09-12,9.4,PRE
2023-09-12,7.0,MAIL
2023-09-12,8.4,WA
2023-09-12,6.7,PRE
2023-09-13,7.9,WA
2023-09-13,8.2,PRE
2023-09-13,8.3,PRE
2023-09-13,8.6,WA
2023-09-13,8.4,PRE
2023-09-13,7.5,PRE
2023-09-13,9.1,WA
2023-09-13,8.8,PRE
2023-09-13,8.1,WA
2023-09-13,7.9,TEL
2023-09-13,6.3,WA
2023-09-13,6.5,MAIL
2023-09-13,7.1,MAIL
2023-09-14,8.9,WA
2023-09-14,7.6,WA
2023-09-14,8.4,WA
2023-09-14,8.8,WA
2023-09-14,6.4,MAIL
2023-09-18,6.4,MAIL
2023-09-18,8.5,PRE
2023-09-18,7.7,PRE
2023-09-18,8.5,WA
2023-09-18,6.3,WA
2023-09-18,7.7,PRE
2023-09-20,8.1,PRE
2023-09-20,5.5,PRE
2023-09-20,5.1,PRE
2023-09-20,7.8,PRE
2023-09-20,6.0,TEL
2023-09-20,7.6,TEL
2023-09-21,8.9,WA
2023-09-21,6.9,WA
2023-09-21,6.2,MAIL
2023-09-21,8.7,TEL
2023-09-21,7.5,MAIL
2023-09-21,7.4,WA
2023-09-21,7.8,MAIL
2023-09-21,7.8,WA
2023-09-21,6.6,PRE
2023-09-21,8.2,TEL
2023-09-21,7.5,TEL
2023-09-21,8.8,PRE
2023-09-21,6.8,MAIL
2023-09-21,3.7,TEL
2023-09-22,8.4,PRE
2023-09-22,7.4,WA
2023-09-22,8.1,PRE
2023-09-22,8.8,PRE
2023-09-22,6.6,WA
2023-09-22,8.3,WA
2023-09-25,8.7,PRE
2023-09-25,9.0,PRE
2023-09-25,7.0,PRE
2023-09-25,6.7,PRE
2023-09-25,9.7,WA
2023-09-25,6.9,WA
2023-09-25,9.6,TEL
2023-09-25,7.1,WA
2023-09-25,8.9,TEL
2023-09-25,9.0,PRE
2023-09-25,7.9,TEL
2023-09-25,6.8,WA
2023-09-25,7.6,PRE
2023-09-25,8.6,WA
2023-09-25,7.2,TEL
2023-09-27,9.1,WA
2023-09-27,9.3,MAIL
2023-09-27,7.3,WA
2023-09-27,7.4,TEL
2023-09-27,6.0,TEL
2023-09-27,8.4,WA
2023-09-27,5.6,WA
2023-09-27,9.2,MAIL
2023-09-27,8.1,WA
2023-09-27,6.7,PRE
2023-09-27,8.8,PRE
2023-09-27,9.7,WA
2023-09-27,4.1,WA
2023-09-28,8.9,WA
2023-09-28,6.5,WA
2023-09-28,8.5,TEL
2023-09-28,9.4,WA
2023-09-28,3.1,PRE
2023-09-28,8.0,WA
2023-09-29,7.0,PRE
2023-09-29,7.0,PRE
2023-09-29,6.6,PRE
2023-09-29,6.5,WA
2023-09-29,8.7,MAIL
2023-09-29,7.1,TEL
2023-10-02,8.5,PRE
2023-10-02,6.0,PRE
2023-10-02,6.5,PRE
2023-10-02,6.9,PRE
2023-10-02,7.6,PRE
2023-10-02,8.1,PRE
2023-10-03,8.7,WA
2023-10-03,6.4,MAIL
2023-10-03,5.0,TEL
2023-10-03,6.1,WA
2023-10-03,7.9,WA
2023-10-03,7.1,PRE
2023-10-03,9.0,MAIL
2023-10-03,6.2,MAIL
2023-10-03,8.8,TEL
2023-10-03,9.1,TEL
2023-10-03,6.3,WA
2023-10-03,9.3,TEL
2023-10-03,7.9,TEL
2023-10-03,7.2,PRE
2023-10-03,5.6,PRE
2023-10-05,7.5,WA
2023-10-05,5.4,MAIL
2023-10-05,7.4,PRE
2023-10-05,7.7,WA
2023-10-05,9.0,MAIL
2023-10-05,8.6,PRE
2023-10-06,5.6,WA
2023-10-06,5.9,PRE
2023-10-06,7.8,WA
2023-10-06,9.0,WA
2023-10-06,8.2,PRE
2023-10-06,2.3,PRE
2023-10-06,7.9,MAIL
2023-10-06,7.1,WA
2023-10-06,7.1,WA
2023-10-06,8.2,WA
2023-10-06,6.9,WA
2023-10-06,9.0,PRE
2023-10-06,5.6,MAIL
2023-10-06,7.8,MAIL
2023-10-09,7.7,PRE
2023-10-09,8.6,TEL
2023-10-09,8.5,PRE
2023-10-09,9.1,PRE
2023-10-09,7.3,PRE
2023-10-09,7.7,WA
2023-10-09,7.0,PRE
2023-10-10,9.5,MAIL
2023-10-10,6.3,PRE
2023-10-10,6.8,TEL
2023-10-10,7.3,PRE
2023-10-10,4.8,WA
2023-10-10,6.5,WA
2023-10-10,4.9,WA
2023-10-11,9.1,PRE
2023-10-11,8.5,WA
2023-10-11,8.6,TEL
2023-10-11,8.3,PRE
2023-10-11,7.4,WA
2023-10-11,8.5,WA
2023-10-11,10.0,PRE
2023-10-11,4.6,PRE
2023-10-11,6.8,WA
2023-10-11,6.7,MAIL
2023-10-11,6.9,PRE
2023-10-11,6.8,TEL
2023-10-13,10.0,TEL
2023-10-13,7.9,TEL
2023-10-13,7.6,TEL
2023-10-13,6.5,WA
2023-10-13,7.8,MAIL
2023-10-13,7.3,PRE
2023-10-13,7.1,PRE
2023-10-13,9.8,WA
2023-10-13,7.5,WA
2023-10-13,8.3,TEL
2023-10-13,10.0,PRE
2023-10-16,9.5,WA
2023-10-16,9.0,WA
2023-10-16,8.8,TEL
2023-10-16,8.2,WA
2023-10-16,6.3,PRE
2023-10-16,8.6,WA
2023-10-16,8.9,PRE
2023-10-16,9.8,PRE
2023-10-16,8.6,PRE
2023-10-16,8.0,WA
2023-10-16,8.8,PRE
2023-10-16,7.7,PRE
2023-10-16,8.0,TEL
2023-10-16,6.9,TEL
2023-10-17,5.9,MAIL
2023-10-17,7.0,TEL
2023-10-17,7.5,WA
2023-10-17,9.6,MAIL
2023-10-17,8.9,WA
2023-10-17,5.7,TEL
2023-10-17,8.6,PRE
2023-10-17,8.5,TEL
2023-10-17,5.8,PRE
2023-10-17,7.2,MAIL
2023-10-17,10.0,PRE
2023-10-17,2.8,WA
2023-10-17,4.7,WA
2023-10-18,6.7,PRE
2023-10-18,7.1,MAIL
2023-10-18,7.9,WA
2023-10-18,5.4,WA
2023-10-18,7.1,WA
2023-10-18,6.8,WA
2023-10-18,8.3,WA
2023-10-18,7.2,WA
2023-10-18,9.2,MAIL
2023-10-18,6.1,TEL
2023-10-18,6.5,WA
2023-10-18,6.8,PRE
2023-10-18,9.0,PRE
2023-10-19,6.8,MAIL
2023-10-19,9.2,WA
2023-10-19,8.6,PRE
2023-10-19,8.2,MAIL
2023-10-19,6.9,TEL
2023-10-19,6.4,WA
2023-10-19,8.9,WA
2023-10-19,5.2,PRE
2023-10-19,8.3,WA
2023-10-19,8.3,PRE
2023-10-20,6.1,TEL
2023-10-20,9.1,PRE
2023-10-20,9.3,PRE
2023-10-20,7.3,WA
2023-10-20,8.7,PRE
2023-10-20,6.2,WA
2023-10-20,6.5,MAIL
2023-10-20,7.0,WA
2023-10-23,7.7,PRE
2023-10-23,9.6,TEL
2023-10-23,6.5,PRE
2023-10-23,6.2,WA
2023-10-23,5.0,TEL
2023-10-24,10.0,WA
2023-10-24,8.1,WA
2023-10-24,6.8,WA
2023-10-24,7.8,WA
2023-10-24,7.0,WA
2023-10-24,6.8,PRE
2023-10-24,8.7,WA
2023-10-24,8.5,TEL
2023-10-24,6.4,WA
2023-10-24,7.2,WA
2023-10-24,8.1,WA
2023-10-24,9.7,WA
2023-10-24,8.2,WA
2023-10-27,5.3,WA
2023-10-27,7.1,WA
2023-10-27,8.1,PRE
2023-10-27,9.6,MAIL
2023-10-27,5.9,WA
2023-10-27,4.9,MAIL
2023-10-27,7.5,MAIL
2023-10-27,7.3,WA
2023-10-27,7.2,PRE
2023-10-27,6.6,TEL
2023-10-27,7.8,MAIL
2023-10-28,8.7,WA
2023-10-28,9.4,WA
2023-10-28,8.6,TEL
2023-10-28,6.7,TEL
2023-10-28,6.8,MAIL
2023-10-30,7.8,WA
2023-10-30,8.0,WA
2023-10-30,7.8,WA
2023-10-30,8.1,WA
2023-10-30,9.3,MAIL
2023-10-30,8.8,WA
2023-10-30,9.2,WA
2023-10-30,7.0,WA
2023-10-30,8.4,WA
2023-10-30,6.4,WA
2023-10-30,8.1,WA
2023-10-30,9.9,MAIL
2023-11-03,9.5,WA
2023-11-03,8.5,MAIL
2023-11-03,5.6,PRE
2023-11-03,8.0,PRE
2023-11-03,8.8,WA
2023-11-03,7.8,WA
2023-11-03,8.0,PRE
2023-11-03,7.3,PRE
2023-11-04,8.8,WA
2023-11-04,7.8,WA
2023-11-04,7.2,MAIL
2023-11-07,8.1,TEL
2023-11-07,8.4,WA
2023-11-07,7.4,WA
2023-11-07,7.9,WA
2023-11-07,7.0,PRE
2023-11-07,8.2,PRE
2023-11-08,9.2,WA
2023-11-08,9.5,PRE
2023-11-08,7.1,MAIL
2023-11-08,9.1,WA
2023-11-08,10.0,WA
2023-11-08,6.2,MAIL
2023-11-08,7.7,PRE
2023-11-08,8.8,PRE
2023-11-10,8.0,TEL
2023-11-10,8.0,PRE
2023-11-10,7.0,WA
2023-11-10,8.6,WA
2023-11-10,5.6,PRE
2023-11-10,9.2,PRE
2023-11-10,6.8,PRE
2023-11-10,9.7,PRE
2023-11-10,7.0,PRE
2023-11-10,7.5,PRE
2023-11-10,8.5,PRE
2023-11-10,7.8,WA
2023-11-10,8.0,PRE
2023-11-10,8.9,MAIL
2023-11-11,8.2,WA
2023-11-14,6.9,WA
2023-11-14,7.9,WA
2023-11-14,7.6,PRE
2023-11-14,8.3,MAIL
2023-11-14,7.9,WA
2023-11-14,8.3,MAIL
2023-11-15,9.5,MAIL
2023-11-15,7.2,PRE
2023-11-15,6.3,WA
2023-11-15,7.0,TEL
2023-11-15,8.2,PRE
2023-11-15,7.7,WA
2023-11-15,9.0,WA
2023-11-15,9.1,PRE
2023-11-15,6.7,TEL
2023-11-15,7.8,WA
2023-11-15,7.4,WA
2023-11-15,7.3,WA
2023-11-15,9.3,WA
2023-11-15,4.4,WA
2023-11-17,6.8,PRE
2023-11-17,9.1,PRE
2023-11-17,6.5,PRE
2023-11-17,8.3,WA
2023-11-17,7.0,MAIL
2023-11-17,9.2,WA
2023-11-17,3.6,WA
2023-11-18,7.0,PRE
2023-11-18,7.1,WA
2023-11-18,10.0,WA
2023-11-18,7.3,PRE
2023-11-18,8.1,TEL
2023-11-20,9.6,WA
2023-11-20,5.9,WA
2023-11-20,8.3,WA
2023-11-20,6.7,WA
2023-11-20,7.6,WA
2023-11-20,7.1,PRE
2023-11-20,8.8,WA
2023-11-21,8.5,WA
2023-11-21,6.9,WA
2023-11-21,6.0,TEL
2023-11-21,8.6,MAIL
2023-11-21,9.0,PRE
2023-11-21,7.5,WA
2023-11-21,7.5,WA
2023-11-21,7.6,WA
2023-11-21,8.0,TEL
2023-11-21,4.4,PRE
2023-11-21,10.0,WA
2023-11-21,10.0,WA
2023-11-21,7.4,WA
2023-11-21,7.0,PRE
2023-11-22,5.2,WA
2023-11-22,9.3,MAIL
2023-11-22,7.7,MAIL
2023-11-22,5.3,PRE
2023-11-22,5.6,PRE
2023-11-22,5.3,TEL
2023-11-22,6.9,PRE
2023-11-22,6.9,WA
2023-11-23,10.0,PRE
2023-11-23,8.0,WA
2023-11-23,9.0,MAIL
2023-11-23,7.3,PRE
2023-11-24,9.3,WA
2023-11-24,8.8,PRE
2023-11-24,7.5,WA
2023-11-24,9.2,PRE
2023-11-24,7.3,WA
2023-11-24,8.6,WA
2023-11-24,7.5,WA
2023-11-24,7.6,TEL
2023-11-24,7.6,PRE
2023-11-24,7.3,MAIL
2023-11-25,6.6,PRE
2023-11-25,3.5,MAIL
2023-11-25,8.2,WA
2023-11-25,10.0,PRE
2023-11-27,7.8,WA
2023-11-27,8.2,WA
2023-11-27,6.7,WA
2023-11-27,9.0,PRE
2023-11-27,9.1,TEL
2023-11-27,9.1,WA
2023-11-27,8.3,PRE
2023-11-27,7.5,PRE
2023-11-27,8.2,WA
2023-11-27,9.8,TEL
2023-11-27,8.1,MAIL
2023-11-27,8.2,TEL
2023-11-28,7.4,PRE
2023-11-28,7.5,MAIL
2023-11-28,6.5,WA
2023-11-28,8.3,WA
2023-11-28,8.5,PRE
2023-11-28,9.8,WA
2023-11-28,7.9,WA
2023-11-28,8.8,WA
2023-11-28,8.1,WA
2023-11-29,8.6,WA
2023-11-29,8.5,MAIL
2023-11-29,7.5,WA
2023-11-29,7.9,WA
2023-11-29,8.1,WA
2023-11-29,9.3,WA
2023-11-29,7.0,PRE
2023-12-02,7.6,WA
2023-12-02,9.5,PRE
2023-12-02,7.9,PRE
2023-12-02,7.7,TEL
2023-12-02,7.8,WA
2023-12-02,7.8,WA
2023-12-04,9.6,MAIL
2023-12-04,9.1,WA
2023-12-04,6.1,TEL
2023-12-04,7.3,WA
2023-12-04,7.0,WA
2023-12-04,9.4,WA
2023-12-04,7.2,PRE
2023-12-04,6.9,WA
2023-12-04,7.4,WA
2023-12-04,9.3,WA
2023-12-04,9.4,WA
2023-12-04,8.8,PRE
2023-12-04,9.2,WA
2023-12-04,6.8,PRE
2023-12-04,9.7,PRE
2023-12-05,4.2,PRE
2023-12-05,8.5,WA
2023-12-05,8.8,WA
2023-12-05,7.9,MAIL
2023-12-05,9.7,WA
2023-12-05,8.8,TEL
2023-12-05,7.2,TEL
2023-12-05,5.6,MAIL
2023-12-05,7.8,PRE
2023-12-05,6.4,WA
2023-12-05,8.7,WA
2023-12-05,6.3,MAIL
2023-12-05,3.6,PRE
2023-12-05,5.6,PRE
2023-12-05,7.2,PRE
2023-12-05,8.0,PRE
2023-12-06,9.2,PRE
2023-12-06,7.7,WA
2023-12-06,7.7,PRE
2023-12-06,8.3,PRE
2023-12-06,9.9,WA
2023-12-08,8.2,TEL
2023-12-08,7.8,WA
2023-12-08,7.5,PRE
2023-12-08,9.2,WA
2023-12-08,7.9,WA
2023-12-08,9.3,WA
2023-12-08,8.7,PRE
2023-12-08,9.4,MAIL
2023-12-08,6.8,MAIL
2023-12-08,7.5,MAIL
2023-12-08,7.2,WA
2023-12-08,9.2,PRE
2023-12-08,8.0,TEL
2023-12-12,5.6,WA
2023-12-12,6.1,WA
2023-12-12,7.8,MAIL
2023-12-12,6.3,WA
2023-12-12,7.7,WA
2023-12-12,7.4,WA
2023-12-12,9.9,WA
2023-12-12,8.5,WA
2023-12-12,6.7,WA
2023-12-13,7.5,PRE
2023-12-13,8.5,MAIL
2023-12-13,7.4,MAIL
2023-12-13,8.7,WA
2023-12-13,8.3,WA
2023-12-13,5.5,TEL
2023-12-13,7.6,PRE
2023-12-13,9.9,WA
2023-12-13,8.5,WA
2023-12-13,7.5,MAIL
2023-12-14,6.3,PRE
2023-12-14,8.6,TEL
2023-12-14,7.8,PRE
2023-12-14,9.0,PRE
2023-12-14,7.9,WA
2023-12-14,5.2,PRE
2023-12-14,8.3,WA
2023-12-14,9.2,WA
2023-12-14,6.5,WA
2023-12-14,9.7,PRE
2023-12-14,9.0,WA
2023-12-14,6.9,WA
2023-12-14,9.0,PRE
2023-12-15,8.9,WA
2023-12-15,6.1,PRE
2023-12-15,8.1,WA
2023-12-15,10.0,TEL
2023-12-15,9.3,WA
2023-12-15,8.3,WA
2023-12-15,9.3,WA
2023-12-15,7.9,TEL
2023-12-15,8.6,WA
2023-12-15,6.1,WA
2023-12-19,9.1,PRE
2023-12-19,9.6,PRE
2023-12-19,9.0,WA
2023-12-19,9.0,MAIL
2023-12-19,9.7,PRE
2023-12-19,8.6,PRE
2023-12-19,7.9,TEL
2023-12-19,8.1,PRE
2023-12-19,7.4,WA
2023-12-19,9.1,WA
2023-12-21,8.6,WA
2023-12-21,6.5,WA
2023-12-21,8.3,WA
2023-12-21,8.3,WA
2023-12-21,8.5,WA
2023-12-21,5.2,TEL
2023-12-21,7.0,WA
2023-12-21,6.6,WA
2023-12-21,8.4,WA
2023-12-21,10.0,WA
2023-12-21,8.5,TEL
2023-12-21,6.9,WA
2023-12-21,7.7,PRE
2023-12-22,8.5,WA
2023-12-22,6.7,PRE
2023-12-22,7.5,PRE
2023-12-22,7.1,TEL
2023-12-22,7.8,WA
2023-12-22,6.2,PRE
2023-12-22,6.7,PRE
2023-12-22,6.0,WA
2023-12-22,8.7,PRE
2023-12-22,8.3,PRE
2023-12-22,6.7,WA
2023-12-23,9.3,MAIL
2023-12-23,6.5,TEL
2023-12-23,7.3,TEL
2023-12-23,6.9,WA
2023-12-23,6.6,WA
2023-12-25,8.1,PRE
2023-12-25,7.8,WA
2023-12-25,5.9,WA
2023-12-25,5.8,PRE
2023-12-25,4.5,PRE
2023-12-25,7.2,WA
2023-12-25,4.1,PRE
2023-12-25,7.1,PRE
2023-12-25,9.5,WA
2023-12-30,7.3,WA
2024-01-01,9.2,PRE
2024-01-01,8.4,WA
2024-01-01,6.6,WA
2024-01-01,9.2,PRE
2024-01-01,8.3,PRE
2024-01-01,8.0,WA
2024-01-01,8.4,PRE
2024-01-01,7.7,PRE
2024-01-01,8.4,WA
2024-01-01,9.2,PRE
2024-01-01,8.7,PRE
2024-01-01,9.6,WA
2024-01-01,7.2,WA
2024-01-01,7.0,WA
2024-01-01,9.0,TEL
2024-01-02,8.2,TEL
2024-01-02,8.5,PRE
2024-01-02,10.0,WA
2024-01-02,10.0,WA
2024-01-02,6.4,WA
2024-01-02,9.3,WA
2024-01-05,10.0,PRE
2024-01-05,6.4,WA
2024-01-05,6.3,WA
2024-01-05,6.8,PRE
2024-01-05,7.5,PRE
2024-01-05,7.0,WA
2024-01-05,6.2,PRE
2024-01-05,6.9,WA
2024-01-05,6.0,PRE
2024-01-08,6.0,WA
2024-01-08,6.3,PRE
2024-01-08,6.5,WA
2024-01-08,7.4,PRE
2024-01-08,8.9,WA
2024-01-08,8.1,TEL
2024-01-08,7.1,WA
2024-01-08,7.4,PRE
2024-01-08,5.8,PRE
2024-01-15,9.4,WA
2024-01-15,8.9,WA
2024-01-15,9.8,WA
2024-01-15,9.1,WA
2024-01-15,7.0,WA
2024-01-15,5.0,WA
2024-01-15,8.0,WA
2024-01-15,6.8,WA
2024-01-15,9.4,WA
2024-01-15,8.5,PRE
2024-01-17,6.1,WA
2024-01-17,9.3,WA
2024-01-17,4.2,MAIL
2024-01-17,7.7,WA
2024-01-17,7.0,MAIL
2024-01-17,9.4,MAIL
2024-01-17,10.0,MAIL
2024-01-17,7.8,WA
2024-01-17,8.9,WA
2024-01-17,8.5,PRE
2024-01-17,7.2,WA
2024-01-17,9.0,WA
2024-01-17,7.8,WA
2024-01-17,9.0,WA
2024-01-17,9.5,WA
2024-01-23,7.1,MAIL
2024-01-23,7.9,WA
2024-01-23,4.2,PRE
2024-01-23,6.4,PRE
2024-01-23,7.7,WA
2024-01-23,9.1,WA
2024-01-25,7.3,PRE
2024-01-25,6.8,WA
2024-01-25,7.6,WA
2024-01-25,7.7,PRE
2024-01-25,5.2,WA
2024-01-29,5.5,MAIL
2024-01-29,8.6,WA
2024-01-29,7.5,PRE
2024-01-29,7.8,WA
2024-01-29,7.4,MAIL
2024-01-29,7.4,MAIL
2024-01-31,5.0,WA
2024-01-31,7.3,TEL
2024-01-31,8.6,PRE
2024-01-31,8.0,PRE
2024-01-31,7.0,PRE
2024-01-31,7.7,WA
2024-01-31,6.6,WA
2024-01-31,4.3,WA
2024-02-01,8.8,WA
2024-02-01,8.3,PRE
2024-02-01,5.8,TEL
2024-02-01,7.1,PRE
2024-02-01,6.6,PRE
2024-02-01,8.8,PRE
2024-02-01,6.7,PRE
2024-02-05,8.6,WA
2024-02-05,5.7,PRE
2024-02-05,10.0,PRE
2024-02-05,9.0,WA
2024-02-05,7.0,WA
2024-02-05,5.9,PRE
2024-02-05,8.1,PRE
2024-02-05,9.5,PRE
2024-02-05,8.6,WA
2024-02-05,8.9,PRE
2024-02-06,10.0,WA
2024-02-06,5.1,WA
2024-02-06,9.2,PRE
2024-02-06,10.0,WA
2024-02-06,7.9,MAIL
2024-02-06,7.4,MAIL
2024-02-06,9.0,WA
2024-02-07,9.6,MAIL
2024-02-07,7.7,WA
2024-02-07,8.1,WA
